doi,title,abstract,published_year,journal_title,issn_list,publisher,authors,subject,ref_count,source,region,confession,subfield_tags,method_tags,era_tags
10.1093/cb/cbaf008,Wherever He Goes: An <i>Ars Moriendi</i> for Perinatal Hospice,"<jats:title>Abstract</jats:title>
               <jats:p>Advancements in prenatal testing and genetic screening continually improve the detection of life-limiting conditions that have no treatment or cure. Thus, more parents face the heartbreaking news that their child may die shortly after birth. In response to problems with medicalized dying, Cicely Saunders started the hospice movement in the 1950s. Perinatal hospice, which brings hospice and palliative care into neonatology, can meet some of the needs of families whose children receive life-limiting diagnoses, but this essay describes how perinatal hospice might be further improved by integrating insights from the late medieval Christian ars moriendi tradition. The dying infant requires a particularly family-based ars moriendi. The article proposes recommendations for medical practitioners to improve perinatal hospice. These recommendations would help families contemplate death, celebrate the child’s birthday, prepare for accompaniment, and preserve memories. This ars moriendi illuminates an art of perinatal hospice to benefit the child, family, and clinicians.</jats:p>",2025,Christian Bioethics,['1380-3603' '1744-4195'],Oxford University Press (OUP),['Mariele Courtois'],[],29.0,crossref,en,Bioethics,Church History,,Medieval
10.1093/cb/cbaf009,Ethics Found in Rhetoricity: Toward a Levinasian Vision of Bioethics,"<jats:title>Abstract</jats:title>
               <jats:p>Historically, bioethicists have focused analysis predominantly on “events,” particular disputes that are then labeled ethical encounters and taught as bioethics cases. What bioethicists often neglect to interrogate, however, is the rhetorical space that both shape and define these encounters. Synthesizing the works of Matthew Vest and Emmanuel Levinas, I outline an expanded vision of bioethics, one that is focused less strictly on propositional statements and principlist analysis and more on rhetorical spaces, the territories in which ideas become visible and invisible. The result, I argue, is a radically expansive understanding of bioethics, one that takes seriously Levinas’ claim that ethics is “preorginary,” antecedent to the “event” bioethicists generally label the ethical encounter. Ethics gets “lost in modernity” because modernity has neglected to interrogate its own assumptions. Before one can speak meaningfully of medical ethics, one must first confront the rhetorical processes that preclude ethical discourse.</jats:p>",2025,Christian Bioethics,['1380-3603' '1744-4195'],Oxford University Press (OUP),['Dominic Robin'],[],28.0,crossref,en,Bioethics,Ethics,,
10.1093/cb/cbaf011,Still Waiting for St. Benedict: Christianity and Bioethics in Matthew Vest’s <i>Ethics Lost in Modernity</i>,"<jats:title>Abstract</jats:title>
               <jats:p>In this article, we engage critically with Matthew Vest’s book Ethics Lost in Modernity. We outline its argument, highlighting Vest’s use of the work of Ludwig Wittgenstein. The book presents Wittgenstein’s notoriously difficult philosophy in a comprehensible way and draws on it in a compelling critique of contemporary mainstream bioethics as a “language game.” Vest explains well why bioethics is simultaneously boring and capricious, accommodating its language to whatever regime of power prevails. His arguments helpfully enable Christians to show how and why secular bioethics fails to secure its normative principles with rational certainty and thus, perhaps, to break through its hegemony in contemporary discourse. Yet, we also point out a tension in Vest’s stance toward modernity itself. Vest calls for a return to “premodern” ways of thinking and being, but his own fruitful encounter with Wittgenstein shows the benefits that can arise when Christians enter into dialogue with modernity rather than rejecting it. We argue that a “shadow-seeing” attitude toward modernity, which recognizes its deviations from Christian orthodoxy while patiently reorienting it toward Christ as the true source of its genuine moral advances, befits those of us Christians who, like Vest, believe that bioethics has lost its way.</jats:p>",2025,Christian Bioethics,['1380-3603' '1744-4195'],Oxford University Press (OUP),['Kyle E Karches' 'Tyler Tate'],[],11.0,crossref,en,Bioethics,Ethics,,Contemporary
10.1093/cb/cbaf013,Can Proposals for Social Inclusion Promote Practices of Moral Exclusion? An Example of Moral Disagreement from the Physical Therapy Profession,"<jats:title>Abstract</jats:title>
                  <jats:p>Various standards and guidelines have been recently proposed within one of the professional organizations of physical therapy. Many of these proposals include calls to embrace specific ideological understandings of health in relation to identity, sexuality, and the body. These proposals draw on beliefs and convictions that are outside the primary domains that constitute physical therapy practice. Thus, if these proposals are implemented by the profession, conflicts of conscience inevitably arise when they suggest a particular way of navigating patient encounters that conflict with traditional Christian convictions regarding sexuality and the human body. In what follows, one example of such a proposed guideline is analyzed to demonstrate the concerning features of this trend and to propose an alternative path forward.</jats:p>",2025,Christian Bioethics,['1380-3603' '1744-4195'],Oxford University Press (OUP),['Charles Nathan Vannatta'],[],34.0,crossref,en,Bioethics,,,
10.1093/cb/cbaf014,Virtue in Medicine: The Foundation Protecting Conscientious Objection from Moral Relativism,"<jats:title>Abstract</jats:title>
                  <jats:p>In debates over conscientious objection in health care, a common concern emerges: that defending such objection inevitably opens the door to moral relativism. Now this concern rests on a misunderstanding of what conscience truly is—and what it can become when shaped by virtue. Conscience is not a matter of personal preference or subjective feeling; it is the fruit of moral formation, grounded in objective goods and ordered toward the truth. Physicians need more than technical expertise. They must cultivate a moral character capable of discerning and doing what is truly good for their patients. This formation requires the integration of virtue—habitual dispositions like prudence, justice, and courage—which align moral knowledge with concrete action. A well-formed conscience, shaped by virtue, recognizes the dignity of every human person and seeks the patient’s authentic good. In this light, conscientious objection is not a retreat into individualism or moral isolation. It is the responsible application of moral judgment to specific circumstances, informed by both ethical principles and the physician’s virtuous character. Just laws are not resisted but illuminated through prudential reasoning. Far from fostering relativism, virtue grounds conscience in moral objectivity and safeguards the integrity of health care.</jats:p>",2025,Christian Bioethics,['1380-3603' '1744-4195'],Oxford University Press (OUP),['Jaime Hernandez Ojeda'],[],23.0,crossref,en,Bioethics,Ethics,,
10.1093/cb/cbaf016,"Expanding Pathology: Risk Reduction, Illicit Procedures, and Catholic Health Care","<jats:title>Abstract</jats:title>
                  <jats:p>The Catholic Church’s rejection of direct sterilization and acceptance of indirect sterilization has led to complex dialogue on what separates the two. Central to Catholic thought’s ability to parse the difference between direct and indirect sterilization is an understanding of pathology. Increasing data and literature on the pathogenesis of disease, both in terms of the specific risks associated with pregnancy as well as in the more general context of female reproductive health, complicate these questions. Given these findings, I argue that Church teaching on sterilization relies on an unnecessarily narrow standard of pathology. I rely on debate around risk-reducing salpingectomy and the application of these principles in the conditions surrounding placenta accreta spectrum and preeclampsia to articulate a broader understanding of pathology. I argue that pathology should account for the potentially pathological interaction between reproductive organs and other parts of the body. This expanded definition gives rise to potentially broader applications of indirect sterilization that could prove more responsive to a broader range of reproductive health risks.</jats:p>",2025,Christian Bioethics,['1380-3603' '1744-4195'],Oxford University Press (OUP),['Samuel Berendes'],[],39.0,crossref,en,Bioethics,OT,,
10.1093/cb/cbaf017,"Harm, Abortion, and Heaven","Abstract In this paper, we examine an apparent tension between the following three claims: (1) there is an afterlife, for example, in Heaven or Hell, and individuals experience perfect happiness in the former, (2) deceased embryonic children go to Heaven, and (3) that abortion is morally wrong because it harms the fetus. We consider whether abortion harms a fetus given (1) and (2). Our paper assesses this claim—that abortion harms the embryonic child aborted—by applying the most prominent accounts of harm on offer in the literature while presupposing (1) and (2). Our goal is to determine which accounts of harm avoid or fall prey to the apparent tension involved in maintaining (1) and (3).",2025,,[],,['Christopher Bobier' 'Alex R Gillham'],['Harm' 'Abortion' 'Heaven' 'Happiness'],0.0,openalex,unknown,unknown,,,
10.1093/jts/flae087,‘Taking up the Mask of Humanity’: Clement of Alexandria’s Dramatic Understanding of the Two Natures of Christ,"<jats:title>Abstract</jats:title>
               <jats:p>In the ninth century, Photios of Constantinople accused Clement of Alexandria of promoting a deficient ‘docetic’ Christology in his now-fragmentary Hypotyposes. This provoked a debate that continues to dominate discussion of Clement’s theological understandings—whether his extant christological comments constitute a proto-orthodox position, or reveal the influence of docetism. This paper argues that Photios’ accusations have been something of a red herring, and the subsequent debate has obscured Clement’s actual christological position. His own thoughts are most clearly articulated in chapter 10 of his exhortatory Protrepticus, as Clement presents a christological explanation through the language and metaphor of ancient drama. Christ is described as taking up the mask of humanity and performing the drama of salvation, and Clement leans on a wider contemporary understanding of the relationship between mask (προσωπεῖον) and actor to present this complex doctrine to his readership. Through a focus on this presentation, this paper will offer a solution to a debate that has troubled scholars for over a millennium, and which has blinkered our understanding of Clement’s Christian project more broadly.</jats:p>",2025,JTS,['0022-5185' '1477-4607'],Oxford University Press (OUP),['Edward Creedy'],[],0.0,crossref,en,Academic,Systematic Theology,,Contemporary
10.1093/jts/flae088,"A List of the Books of the Old and New Testament with Stichometrical Annotations (Oxford, Bodleian Library, MS. Gr. th. g. 7 [P])","<jats:title>Abstract</jats:title>
               <jats:p>This article presents an edition of a small papyrus fragment from the Bodleian Library, Oxford, containing part of a list of the books of the Old and New Testament with stichometrical annotations. The papyrus dates to the fourth or fifth century ce, and its importance lies in the fact that it is the oldest surviving stichometric list of biblical books which is written in Greek. The information that the papyrus provides can be compared with other similar lists written in Latin and Greek.</jats:p>",2025,JTS,['0022-5185' '1477-4607'],Oxford University Press (OUP),['Konstantine Panegyres'],[],0.0,crossref,en,Academic,NT,,
10.1093/jts/flaf001,<i>Akoē Pisteōs</i> (Gal. 3:2–5) and Martin Luther’s Place in Pauline Scholarship,"<jats:title>Abstract</jats:title>
               <jats:p>Few historical figures cast as long a shadow on Pauline scholarship as does Martin Luther. Pauline scholars espousing the ‘Old’ or ‘Lutheran’ Perspective will invoke his name in support of their interpretations while many from the ‘New’ Perspective will use him as a foil to distinguish their reading of Paul from traditional ones. At times, however, Luther himself does not relate to modern schools of Pauline scholarship in the ways many would expect. Luther’s interpretation of akoē pisteōs, a notoriously difficult phrase from Galatians 3:2–5, illustrates this particularly well. Far from agreeing with the Old/Lutheran Perspective in reading this phrase with an emphasis on subjective faith (e.g. ‘hearing with faith’), Luther’s reading of akoē pisteōs more closely resembles those of the modern Apocalyptic Perspective on Paul by emphasizing the power of the objective message (e.g. ‘proclamation of the gospel’). This finding supports the recent trend of recognizing more apocalyptic elements in Luther’s thought and challenges scholars of both Luther and Paul to reevaluate his place in the history of Pauline scholarship.</jats:p>",2025,JTS,['0022-5185' '1477-4607'],Oxford University Press (OUP),['Eric J Brewer'],[],0.0,crossref,en,Academic,NT,,Reformation
10.1093/jts/flaf002,A Passion Narrative Synopsis in Codex Climaci Rescriptus: A New Edition Based on Multispectral Images,"<jats:title>ABSTRACT</jats:title>
               <jats:p>This article presents an edition of the Passion Narrative Synopsis in Codex Climaci Rescriptus. The edition is based on the post-processed multispectral images, produced by Early Manuscripts Electronic Library in cooperation with the Lazarus Project. The new technology has aided in uncovering substantial, hitherto unseen textual and paratextual elements as well as correcting various errors in the editio princeps. Moreover, the results of radiocarbon analysis have been factored into the dating of the fragment, resulting in a new proposal for its date of origin.</jats:p>",2025,JTS,['0022-5185' '1477-4607'],Oxford University Press (OUP),['Peter Malik'],[],0.0,crossref,en,Academic,,,
10.1093/jts/flaf003,How Are the Gentiles Changed? The Influence of Micah on the <i>Animal Apocalypse</i> and Revelation 21–22,"<jats:title>Abstract</jats:title>
               <jats:p>In this paper, I argue that the end of the Animal Apocalypse bears a striking resemblance to Micah 4:1–5 and Isa. 19:18–25. This text appears to answer the dilemma that Micah and Isaiah create: how will the Gentiles stop being violent and what will prevent them from becoming violent again? It is argued that the White Bull, rather than being an expected future Messiah figure (as popularly believed), likely represents a righteous Gentile who is necessary for ensuring the answer to this dilemma. It is also argued that the Book of Revelation’s ending resonates with both Micah and 1 Enoch, suggesting that John’s Apocalypse knows of the Enochic tradition and has attempted to offer a different interpretation in light of John’s belief in Jesus as Israel’s Messiah.</jats:p>",2025,JTS,['0022-5185' '1477-4607'],Oxford University Press (OUP),['Matthew J Korpman'],[],0.0,crossref,en,Academic,NT;OT;Systematic Theology,,
10.1093/jts/flaf004,A Commentary on Jeremiah By Michael B. Shepherd,,2025,JTS,['0022-5185' '1477-4607'],Oxford University Press (OUP),['Olga Fabrikant-Burke'],[],0.0,crossref,en,Academic,OT,,
10.1093/jts/flaf005,On the Hegemony of Ancestral Sin in Early Greek Thought: A Hesitation,"<jats:title>Abstract</jats:title>
               <jats:p>This article aims to challenge the common view that virtually all early eastern thought on the doctrines of the Fall and Original Sin favours what has come to be called Ancestral Sin, or the ‘eastern view’. To begin, Ancestral Sin is broadly outlined in conversation with several recent writers; it is noted in particular the ways in which this tradition has often been defined in opposition to quintessentially ‘western’ emphases vis-à-vis the origin of sin. This serves as a foundation for the remainder of the article, where the hamartiological thought of Tatian, Melito, Theophilus, and Irenaeus is considered against the backdrop of Ancestral Sin as previously demarcated. It is concluded that though each thinker no doubt shares important affinities with Ancestral Sin, the discordances evidenced are both too plentiful and too substantial to overlook, so much so as to cause appreciable hesitancy about a straightforward ‘eastern’ ascription. A fundamental east/west divide on original sin is, in the earliest years at least, not so certain as is sometimes assumed.</jats:p>",2025,JTS,['0022-5185' '1477-4607'],Oxford University Press (OUP),['Daniel H Spencer'],[],0.0,crossref,en,Academic,Systematic Theology,,
10.1093/jts/flaf006,Heteroousios or Social Trinitarianism: Entailments of the Eternal Relations of Origin,"<jats:title>Abstract</jats:title>
               <jats:p>I argue that the doctrine of the eternal relations of origin fails to preserve the sort of trinitarianism that the pro-Nicene Fathers thought that it did. The pro-Nicenes argued (1) that the Father, Son, and Spirit are homoousios with one another, (2) that the divine nature is simple, and (3) that there is only one will in God that is somehow shared amongst the divine persons. I argue that the eternal relations of origin entail a contradiction with at least one of these three listed propositions, depending on whether one locates them in the divine nature or the divine volition. If the relations of origin are located in the divine nature, then the Son and Spirit are heteroousios with the Father. If they are located in the divine volition, then this would entail that (1) there are three wills in God, and (2) that God has potential and is not simple. If my argument holds, then those desiring to maintain the eternal relations of origin in their doctrine of the Trinity will have some choices to make: they can affirm that the Father is heteroousios with the Son and Spirit, thus rejecting the doctrine of the Trinity altogether, or they can affirm some version of social trinitarianism and deny accounts of divine simplicity that understand God as actus purus.</jats:p>",2025,JTS,['0022-5185' '1477-4607'],Oxford University Press (OUP),['Andrew Hollingsworth'],[],0.0,crossref,en,Academic,Systematic Theology,,
10.1093/jts/flaf007,"The Book of Malachi: Its Place in the Twelve Minor Prophets, in Jewish and in Christian Canon","<jats:title>ABSTRACT</jats:title>
               <jats:p>This study discusses the establishment of the corpus of the Twelve Minor Prophets into which the book of Malachi is integrated. The grouping of the Twelve in one body was known prior to the second century bce, and the Baraita explains the necessity of putting them together. After exploring the place, literary status, and standing of Malachi within the Twelve and the Prophets more generally, the study examines whether or not the canonicity of the book was disputed among Jews and Christians. Malachi plays a significant role in the Jewish canon: It connects Nebe’im with Torah, serves as a transition from Prophets to Writings, and is the transition point from the Written to the Oral Torah. In the Christian canon, Malachi is located at the end of the Old Testament, just before Matthew that opens the New Testament and recounts the birth of Jesus. That Elijah is forerunner of the Messiah is common to Jewish and Christian tradition. However, while in Judaism he will appear again, in Christianity, he has already appeared and was identified with John the Baptist who announced Jesus as Christ.</jats:p>",2025,JTS,['0022-5185' '1477-4607'],Oxford University Press (OUP),['Isaac Kalimi'],[],0.0,crossref,en,Academic,NT;OT,,
10.1093/jts/flaf008,‘The Last Day’ in John: Future or Realized?,"<jats:title>Abstract</jats:title>
               <jats:p>The Gospel of John applies many terms associated with future eschatology to describe realized-eschatological realities (‘judgment’, ‘death’, ‘condemnation’, ‘eternal life’, the ‘hour’, and ‘coming’). This paper defends the view that the Gospel’s six references to the ‘last day’ fit the same pattern (6:39–40, 44, 54; 11:24; 12:48). John’s Jesus takes up the language of a ‘last day’ from the sphere of future-eschatological expectations, but by his peculiar uses of the phrase, he guides the reader into a figurative, Spirit-realized interpretation of that language. In John, the ‘last day’ is not a specific, single day in the remote future. Rather, it is a cipher for the time materializing with Jesus’ coming into the world and fully realized at his departure and the coming of the Spirit, through which humans experience a spiritual resurrection and receive eternal life. The paper develops this thesis with special attention to such verses as 6:38–39; 7:37–39; and 11:24–26.</jats:p>",2025,JTS,['0022-5185' '1477-4607'],Oxford University Press (OUP),['Hugo Méndez'],[],1.0,crossref,en,Academic,Systematic Theology,,
10.1093/jts/flaf009,‘And Then They Will Fast on That Day’ (Mark 2:20): The Absent Bridegroom and the Day of Atonement in Early Christianity,"<jats:title>Abstract</jats:title>
               <jats:p>Markan interpreters agree that the fulcrum of the first controversy series (Mark 2:1–3:6) is a logion that underscores Jesus’ absence from the community he founded: ‘The days will come when the bridegroom is taken away from them, and then they will fast on that day’ (2:20). Some conclude that the logion is a post hoc attempt to justify ‘Christian’ fasting practices (e.g. Didache 8:1), while others maintain that it alludes to the nature of the post-crucifixion period. This article (re)introduces into this discussion one of the earliest interpretations of Mark 2:20: Origen’s interpretation of the ‘day’ of the bridegroom’s absence as the eschatological Day of Atonement (Hom. Lev. 9). Second, it explores the extent to which a Yom Kippur typology illuminates Mark’s portrayal of the interstice between the death and resurrection of Jesus, on the one hand, and the parousia of the Son of Man, on the other. My suggestion is that the Markan logion enfolds the disciples into an apocalyptic season of Yom Kippur ‘affliction’ and anticipation.</jats:p>",2025,JTS,['0022-5185' '1477-4607'],Oxford University Press (OUP),['Max Botner'],[],0.0,crossref,en,Academic,NT;Systematic Theology,,
10.1093/jts/flaf010,"Story, Ritual, Prophecy, Wisdom: Reading and Teaching the Bible Today. By Mark W. Hamilton and Samjung Kang-Hamilton",,2025,JTS,['0022-5185' '1477-4607'],Oxford University Press (OUP),['Mark Sneed'],[],0.0,crossref,en,Academic,,,
10.1093/jts/flaf011,Aquinas’s <i>Summa Theologiae</i> and Eucharistic Sacrifice in the Early Modern Period. By Reginald M. Lynch,,2025,JTS,['0022-5185' '1477-4607'],Oxford University Press (OUP),['Sarah Mortimer'],[],0.0,crossref,en,Academic,,,Medieval
10.1093/jts/flaf012,Origen of Alexandria and the Theology of the Holy Spirit. By Micah M. Miller,,2025,JTS,['0022-5185' '1477-4607'],Oxford University Press (OUP),['Jean-Paul M Juge'],[],0.0,crossref,en,Academic,,,
10.1093/jts/flaf013,"Religion as Make-Believe: A Theory of Belief, Imagination, and Group Identity. By Neil Van Leeuwen",,2025,JTS,['0022-5185' '1477-4607'],Oxford University Press (OUP),['Charles Taliaferro' 'Paul Reasoner'],[],0.0,crossref,en,Academic,,,
10.1093/jts/flaf014,"Theology and the Public: Reflections on Hans W. Frei on Hermeneutics, Christology, and Theological Method. By Daniel D. Shin",,2025,JTS,['0022-5185' '1477-4607'],Oxford University Press (OUP),['Ben Fulford'],[],0.0,crossref,en,Academic,Systematic Theology,,
10.1093/jts/flaf015,A Concealed Claudian: The Meaning of 666 in Revelation,"<jats:title>ABSTRACT</jats:title>
               <jats:p>Various suggestions were made in Antiquity and the Middle Ages to explain the 666 of Revelation 13:18. Few of them are satisfactory, except perhaps for a neglected allusion to Sarapis, and the modern communis opinio is that it refers to Nero. After presenting an extensive survey and evaluation of previous guesses, I propose instead that 666 concerns an unknown heir to the imperial Claudian family, as the sum of the values of each letter in the name Κλαυδίας.</jats:p>",2025,JTS,['0022-5185' '1477-4607'],Oxford University Press (OUP),['Max Nelson'],[],1.0,crossref,en,Academic,NT;Systematic Theology,,Medieval
10.1093/jts/flaf016,Unleashing the Trickster: A New Look at the Lying Prophet of Bethel,"<jats:title>Abstract</jats:title>
               <jats:p>This paper offers a fresh attempt to unravel the enigma shrouding 1 Kings 13 by unveiling a trickster tale embedded within the present text. Recognizing the hidden narrative that celebrates the old prophet of Bethel as a trickster hero—standing against an imposing intruder who desecrated the local shrine—provides a fresh interpretative lens through which we can understand the perplexing facets of this account, not as obstructions, but as crucial elements integral to its comprehension. The local prophet’s cunning manœuvres allowed him not only to deflect the curse back onto its initiator but also to safeguard the local community. Recognizing this hidden narrative also enables us to underscore the significance of an editorial inversion that turned the trickster tale upside down. The Dtr framework suffocates the trickster’s heroic face and turns him into the ultimate villain (like Jeroboam) and promotes the man of God as the protagonist (like Josiah) whose tragic death adds yet another reason to vilify Jeroboam. Curiously though, the vestiges of the underlying narrative are not entirely obliterated, and the continued struggle between the two narratives bestows upon the present text an elusive nature that defies any attempts at a definitive interpretation.</jats:p>",2025,JTS,['0022-5185' '1477-4607'],Oxford University Press (OUP),['Hong Guk-Pyoung'],[],0.0,crossref,en,Academic,,,
10.1093/jts/flaf018,Fallen Angels in the Theology of Saint Augustine. By Gregory D. Wiebe,,2025,JTS,['0022-5185' '1477-4607'],Oxford University Press (OUP),['Ty Paul Monroe'],[],0.0,crossref,en,Academic,,,Patristic
10.1093/jts/flaf019,The Zurich Origins of Reformed Covenant Theology. By Pierrick Hildebrand,,2025,JTS,['0022-5185' '1477-4607'],Oxford University Press (OUP),['Harrison Perkins'],[],0.0,crossref,en,Academic,,,
10.1093/jts/flaf020,Ecclesiastes and the Meaning of Life in the Ancient World. By Arthur Jan Keefer,,2025,JTS,['0022-5185' '1477-4607'],Oxford University Press (OUP),['Ludger Schwienhorst-Schönberger'],[],0.0,crossref,en,Academic,,,
10.1093/jts/flaf021,The Book of Micah. By James D. Nogalski,,2025,JTS,['0022-5185' '1477-4607'],Oxford University Press (OUP),['Marvin A Sweeney'],[],0.0,crossref,en,Academic,,,
10.1093/jts/flaf022,"Honoring the Wise: Wisdom in Scripture, Ministry, and Life: Celebrating Lindsay Wilson's Thirty Years at Ridley. Edited by Jill Firth and Paul A. Barker",,2025,JTS,['0022-5185' '1477-4607'],Oxford University Press (OUP),['Arthur Jan Keefer'],[],0.0,crossref,en,Academic,NT,,
10.1093/jts/flaf023,Unparalleled Poetry: A Cognitive Approach to the Free-Rhythm Verse of the Hebrew Bible. By Emmylou J. Grosser,,2025,JTS,['0022-5185' '1477-4607'],Oxford University Press (OUP),['Megan D Alsene-Parker'],[],0.0,crossref,en,Academic,OT,,
10.1093/jts/flaf024,"Hellenism, Early Judaism, and Early Christianity. Transmission and Transformation of Ideas. Edited by Radka Fialová, Jiří Hoblík, and Petr Kitzler",,2025,JTS,['0022-5185' '1477-4607'],Oxford University Press (OUP),['Ludovica De Luca'],[],0.0,crossref,en,Academic,NT,,
10.1093/jts/flaf025,The Enlightenment and Original Sin. By Matthew Kadane,,2025,JTS,['0022-5185' '1477-4607'],Oxford University Press (OUP),['Anthony J Scordino'],[],0.0,crossref,en,Academic,,,Modern
10.1093/jts/flaf026,Calvin’s Christology and the Accusation of Nestorianism,"<jats:title>Abstract</jats:title>
               <jats:p>Since the 16th century, there have been persistent accusations that Calvin’s Christology is either Nestorian or contains a subtle Nestorian ‘tendency’. However, the diversity of Calvin’s critics and their reasoning has not been recognized, which limits previous responses. This paper explores the main Lutheran and Neo-orthodox lines of critique against Calvin, demonstrating that each uses a distinct and often incompatible logic. Their contention is not so much with Calvin as with the Reformed tradition at large. The paper then describes the ways Calvin articulates the unity of Christ and argues Nestorianism is not an accurate description of Calvin’s Christology from a confessionally Reformed perspective. Calvin’s preference is to confess Christ’s unity using a mixture of ontology and economics summarized in his formula ‘the person of the Mediator’. Calvin’s fixation upon Christ’s work as Mediator introduces ambiguities when his description of the end of Christ’s mediation in 1 Cor. 15:24–8 is read in isolation. This description, however, would be better interpreted in light of his foundational, orthodox account of the hypostatic union.</jats:p>",2025,JTS,['0022-5185' '1477-4607'],Oxford University Press (OUP),['Arthur Rankin'],[],0.0,crossref,en,Academic,Systematic Theology,,Reformation
10.1093/jts/flaf027,Welcoming the Stranger: Abrahamic Hospitality and Its Contemporary Implications. Edited by Ori Z. Soltes and Rachel Stern,,2025,JTS,['0022-5185' '1477-4607'],Oxford University Press (OUP),['Brittany N Melton'],[],0.0,crossref,en,Academic,,,Contemporary
10.1093/jts/flaf028,"Reading the Prophets as Christian Scripture: A Literary, Canonical, and Theological Introduction. By Eric J. Tully",,2025,JTS,['0022-5185' '1477-4607'],Oxford University Press (OUP),['Olga Fabrikant-Burke'],[],0.0,crossref,en,Academic,OT,,
10.1093/jts/flaf029,The Return of the Kingdom: A Biblical Theology of God’s Reign. By Stephen G. Dempster,,2025,JTS,['0022-5185' '1477-4607'],Oxford University Press (OUP),['Joshua W Jipp'],[],0.0,crossref,en,Academic,,,
10.1093/jts/flaf030,Berolinensia: Beiträge zur Geschichte der Berliner Universität und ihrer Theologischen Fakultät. By Christoph Markschies,,2025,JTS,['0022-5185' '1477-4607'],Oxford University Press (OUP),['Clive Marsh'],[],0.0,crossref,en,Academic,,,
10.1093/jts/flaf031,"Friedrich Daniel Ernst Schleiermacher: Kritische Gesamtausgabe. 4. Abteilung, Band 2. Joseph Fawcett: Predigten aus dem Englischen übersetzt (1798). Mungo Park: Reisen im Innern von Afrika. Aus dem Englischen (Berlin, 1799). Mit Synopse der Übersetzungsvorlagen. Edited by Günter Meckenstock",,2025,JTS,['0022-5185' '1477-4607'],Oxford University Press (OUP),['Clive Marsh'],[],0.0,crossref,en,Academic,,,Modern
10.1093/jts/flaf032,"Catholics Without Rome: Old Catholics, Eastern Orthodox, Anglicans, and the Reunion Negotiations of the 1870s. By Bryn Geffert and LeRoy Boerneke",,2025,JTS,['0022-5185' '1477-4607'],Oxford University Press (OUP),['Mark D Chapman'],[],0.0,crossref,en,Academic,,,
10.1093/jts/flaf033,"John Locke’s Theology: An Ecumenical, Irenic, and Controversial Project. By Jonathan S. Marko",,2025,JTS,['0022-5185' '1477-4607'],Oxford University Press (OUP),['Yasuhiko Tomida'],[],0.0,crossref,en,Academic,,,
10.1093/jts/flaf034,Undocumented Migration as a Theologizing Experience: Religious Stories Korean American Dreamers Tell in the Face of Uncertainty. By Eunil David Cho,,2025,JTS,['0022-5185' '1477-4607'],Oxford University Press (OUP),['Wonjong Horace Lee'],[],0.0,crossref,en,Academic,,,
10.1093/jts/flaf035,"The Consciousness of the Historical Jesus: Historiography, Theology, and Metaphysics. By Austin Stevenson",,2025,JTS,['0022-5185' '1477-4607'],Oxford University Press (OUP),['Richard Cross'],[],0.0,crossref,en,Academic,Philosophy of Religion,,
10.1093/jts/flaf036,"A Civic Spirituality of Sanctification: John Calvin. Edited by Roger Haight, SJ, Alfred Pach III, and Amanda Avila Kaminski",,2025,JTS,['0022-5185' '1477-4607'],Oxford University Press (OUP),['Jon Balserak'],[],0.0,crossref,en,Academic,,,Reformation
10.1093/jts/flaf037,Multiplicity and the Idea of Scripture,"<jats:title>Abstract</jats:title>
               <jats:p>In the traditional scholarly narrative, a certain collection of ancient Israelite texts—the ‘Bible’—came to be accepted as ‘scripture’. Scholars disagree as to when or how this might have occurred, and even as to what defines ‘scripture’. Can the idea of a unique form of literature exhibiting regular characteristics ever comprehend the variegation of the Bible’s so-called reception? This article reviews trends in recent study highlighting such multiplicity. Comparativists have looked at the role of scriptures around the world. Biblical scholars have shown that the authority of written texts in ancient Israel developed only relatively late. Scholars of ancient Judaism have attended to the proliferation of revealed literature in the Second Temple period. Even as studies reconsider what texts were counted as ‘scripture’ and when, they continue to rely on a naturalized idea of ‘scripture’, whether or not the term is used, as a conceptual apparatus. On a pragmatic level, such an adoption constrains the possibilities for describing the range of what texts can be and do. I conclude by exploring how we might trace the emerging identities of biblical texts without assuming that repetition (the commonality of engagement with the biblical) indicates sameness (the operation of ‘scripture’ as a rule).</jats:p>",2025,JTS,['0022-5185' '1477-4607'],Oxford University Press (OUP),['David Lambert'],[],0.0,crossref,en,Academic,NT,,
